customer_id,total_transaction_count,total_transaction_amount,avg_transaction_amount,min_transaction_amount,max_transaction_amount,active_months,last_transaction_date,transaction_frequency_per_month,recency_days,txn_type_prop_bill payment,txn_type_prop_investment,txn_type_prop_loan payment,txn_type_prop_purchase,avg_satisfaction_score,avg_likelihood_to_recommend,feedback_count
34,6,16045.0,2674.1666666666665,22.0,4925.0,3,2023-05-23 17:00:00,2.0,65,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,3.3333333333333335,6.333333333333333,3
35,3,8533.0,2844.3333333333335,1767.0,3469.0,3,2023-06-25 04:00:00,1.0,33,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,5.75,8.0,4
36,9,24595.0,2732.777777777778,61.0,4907.0,5,2023-07-08 23:00:00,1.8,19,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,5.714285714285714,4.142857142857143,7
37,4,6855.0,1713.75,537.0,2695.0,3,2023-05-16 02:00:00,1.3333333333333333,73,0.5,0.25,0.0,0.25,6.153846153846154,5.0,13
38,9,26319.0,2924.3333333333335,715.0,4457.0,6,2023-07-18 20:00:00,1.5,9,0.5555555555555556,0.0,0.2222222222222222,0.2222222222222222,7.25,3.0,4
39,10,26202.0,2620.2,342.0,4547.0,4,2023-07-10 02:00:00,2.5,18,0.2,0.2,0.5,0.1,4.0,7.0,3
40,4,6511.0,1627.75,363.0,2273.0,4,2023-07-07 10:00:00,1.0,20,0.0,0.5,0.0,0.5,5.166666666666667,7.5,6
41,4,16246.0,4061.5,2217.0,4964.0,4,2023-07-26 02:00:00,1.0,2,0.25,0.0,0.0,0.75,3.0,10.0,1
42,4,9132.0,2283.0,1076.0,3324.0,4,2023-06-25 17:00:00,1.0,32,0.25,0.0,0.0,0.75,6.5,4.5,4
43,5,5050.0,1010.0,75.0,2304.0,3,2023-04-30 07:00:00,1.6666666666666667,89,0.2,0.2,0.2,0.4,5.75,2.75,4
44,4,9153.0,2288.25,262.0,4826.0,3,2023-05-11 03:00:00,1.3333333333333333,78,0.75,0.0,0.0,0.25,6.666666666666667,7.666666666666667,6
45,4,11109.0,2777.25,628.0,4911.0,4,2023-07-08 07:00:00,1.0,20,0.0,0.5,0.25,0.25,4.0,3.0,1
46,7,8310.0,1187.142857142857,644.0,2837.0,5,2023-06-17 13:00:00,1.4,40,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,4.6,5.2,5
47,8,19663.0,2457.875,1262.0,3163.0,6,2023-07-13 19:00:00,1.3333333333333333,14,0.125,0.375,0.25,0.25,6.833333333333333,5.5,6
48,4,11357.0,2839.25,891.0,4364.0,3,2023-07-02 01:00:00,1.3333333333333333,26,0.0,0.25,0.25,0.5,5.8,4.8,5
49,3,6676.0,2225.3333333333335,757.0,4049.0,3,2023-07-15 23:00:00,1.0,12,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,6.714285714285714,4.142857142857143,7
50,6,7730.0,1288.3333333333333,235.0,3501.0,5,2023-06-10 06:00:00,1.2,48,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,5.0,4.0,3
51,6,13557.0,2259.5,565.0,4654.0,5,2023-07-23 20:00:00,1.2,4,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,6.5,6.5,6
52,8,23619.0,2952.375,143.0,4928.0,6,2023-07-28 02:00:00,1.3333333333333333,0,0.5,0.0,0.375,0.125,5.0,4.571428571428571,7
53,5,16540.0,3308.0,696.0,4741.0,3,2023-05-06 04:00:00,1.6666666666666667,83,0.0,0.2,0.4,0.4,6.2,4.0,5
55,6,19847.0,3307.8333333333335,1365.0,4915.0,3,2023-05-24 05:00:00,2.0,65,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,4.833333333333333,7.666666666666667,6
56,4,9026.0,2256.5,273.0,3614.0,3,2023-07-11 11:00:00,1.3333333333333333,16,0.0,0.5,0.0,0.5,3.75,7.25,4
57,2,2570.0,1285.0,1223.0,1347.0,2,2023-04-12 10:00:00,1.0,106,0.5,0.0,0.5,0.0,5.5,4.666666666666667,6
58,4,6288.0,1572.0,42.0,2411.0,3,2023-06-17 00:00:00,1.3333333333333333,41,0.5,0.25,0.25,0.0,8.0,7.75,4
59,7,202445.0,28920.714285714286,1260.0,183500.0,5,2023-07-15 04:00:00,1.4,13,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.14285714285714285,5.25,5.25,4
60,2,2784.0,1392.0,846.0,1938.0,2,2023-04-20 06:00:00,1.0,99,0.0,0.0,0.5,0.5,10.0,3.0,1
61,2,1848.0,924.0,417.0,1431.0,2,2023-07-14 07:00:00,1.0,14,0.5,0.0,0.0,0.5,4.666666666666667,5.5,3
62,5,7112.0,1422.4,380.0,3374.0,4,2023-06-23 19:00:00,1.25,34,0.4,0.2,0.0,0.4,4.666666666666667,5.666666666666667,3
63,3,6042.0,2014.0,368.0,4365.0,3,2023-05-28 04:00:00,1.0,61,1.0,0.0,0.0,0.0,5.4,5.2,5
64,1,4518.0,4518.0,4518.0,4518.0,1,2023-03-23 09:00:00,1.0,126,1.0,0.0,0.0,0.0,3.25,5.5,4
65,4,7665.0,1916.25,1059.0,3218.0,3,2023-07-21 11:00:00,1.3333333333333333,6,0.25,0.25,0.0,0.5,6.75,7.5,4
66,6,14548.0,2424.6666666666665,655.0,4379.0,5,2023-07-03 02:00:00,1.2,25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.333333333333333,3.8333333333333335,6
67,6,17507.0,2917.8333333333335,393.0,3747.0,3,2023-07-19 05:00:00,2.0,9,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,4.666666666666667,4.666666666666667,3
68,7,15692.0,2241.714285714286,405.0,4705.0,5,2023-07-27 14:00:00,1.4,0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,4.0,1.0,1
69,6,11484.0,1914.0,299.0,4334.0,5,2023-07-12 18:00:00,1.2,15,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,6.666666666666667,6.0,3
70,3,6152.0,2050.6666666666665,965.0,3137.0,2,2023-06-19 05:00:00,1.5,39,0.3333333333333333,0.6666666666666666,0.0,0.0,6.6,4.2,5
71,7,12508.0,1786.857142857143,123.0,3639.0,5,2023-07-23 13:00:00,1.4,4,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,2.5,5.5,2
72,6,23293.0,3882.1666666666665,2844.0,4848.0,4,2023-06-29 09:00:00,1.5,28,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,4.5,5.75,4
73,6,12600.0,2100.0,182.0,3869.0,5,2023-07-18 10:00:00,1.2,9,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,7.8,3.4,5
74,7,7363.0,1051.857142857143,211.0,2495.0,4,2023-07-26 23:00:00,1.75,1,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,5.444444444444445,6.555555555555555,9
75,3,9301.0,3100.3333333333335,2056.0,3865.0,3,2023-06-23 15:00:00,1.0,34,0.0,0.0,0.3333333333333333,0.6666666666666666,5.0,5.571428571428571,7
76,2,5693.0,2846.5,1659.0,4034.0,2,2023-04-20 15:00:00,1.0,98,0.0,0.5,0.0,0.5,4.0,6.285714285714286,7
77,6,12651.0,2108.5,80.0,3309.0,3,2023-05-01 23:00:00,2.0,87,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,5.857142857142857,5.285714285714286,7
78,9,25838.0,2870.8888888888887,584.0,4818.0,5,2023-05-13 21:00:00,1.8,75,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.0,7.0,3.0,2
79,10,30179.0,3017.9,1189.0,4770.0,7,2023-07-26 18:00:00,1.4285714285714286,1,0.4,0.1,0.4,0.1,3.5,7.166666666666667,6
80,4,14875.0,3718.75,1383.0,4815.0,3,2023-05-18 11:00:00,1.3333333333333333,70,0.25,0.0,0.5,0.25,7.125,6.875,8
81,8,20282.0,2535.25,99.0,4077.0,5,2023-07-17 15:00:00,1.6,10,0.25,0.125,0.375,0.25,4.666666666666667,7.333333333333333,3
82,4,15031.0,3757.75,2600.0,4907.0,4,2023-07-27 03:00:00,1.0,1,0.0,0.5,0.5,0.0,3.3333333333333335,5.666666666666667,6
83,7,15720.0,2245.714285714286,558.0,4572.0,5,2023-07-11 08:00:00,1.4,16,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,7.0,3.5,2
84,8,22828.0,2853.5,282.0,4578.0,4,2023-07-26 00:00:00,2.0,2,0.375,0.0,0.25,0.375,3.3333333333333335,5.666666666666667,3
85,5,10414.0,2082.8,700.0,3682.0,4,2023-07-15 16:00:00,1.25,12,0.4,0.2,0.2,0.2,5.5,7.142857142857143,6
86,5,11973.0,2394.6,401.0,4546.0,3,2023-05-30 11:00:00,1.6666666666666667,58,0.4,0.2,0.2,0.2,6.666666666666667,8.666666666666666,3
87,7,11480.0,1640.0,148.0,3042.0,5,2023-06-24 10:00:00,1.4,33,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,5.75,6.0,4
89,2,2318.0,1159.0,1100.0,1218.0,2,2023-06-19 08:00:00,1.0,38,0.0,0.5,0.0,0.5,5.833333333333333,5.833333333333333,6
90,6,15559.0,2593.1666666666665,1369.0,4007.0,5,2023-06-25 16:00:00,1.2,32,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,3.0,4.5,6
91,3,9780.0,3260.0,2366.0,4548.0,2,2023-05-28 07:00:00,1.5,61,0.3333333333333333,0.6666666666666666,0.0,0.0,7.25,5.25,4
92,5,11939.0,2387.8,1263.0,3996.0,4,2023-07-07 23:00:00,1.25,20,0.4,0.2,0.2,0.2,4.5,4.5,4
93,3,6254.0,2084.6666666666665,483.0,3858.0,3,2023-07-22 13:00:00,1.0,5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.75,6.625,8
94,2,7010.0,3505.0,2746.0,4264.0,2,2023-02-01 23:00:00,1.0,176,0.5,0.0,0.0,0.5,5.5,5.75,4
95,8,21748.0,2718.5,458.0,4921.0,6,2023-07-23 05:00:00,1.3333333333333333,5,0.125,0.25,0.25,0.375,8.0,5.0,1
96,4,9522.0,2380.5,626.0,3566.0,3,2023-07-24 21:00:00,1.3333333333333333,3,0.0,0.75,0.25,0.0,4.5,3.75,4
97,5,10806.0,2161.2,124.0,4670.0,4,2023-07-28 01:00:00,1.25,0,0.2,0.2,0.2,0.4,5.333333333333333,3.8333333333333335,6
98,1,76.0,76.0,76.0,76.0,1,2023-01-26 23:00:00,1.0,182,1.0,0.0,0.0,0.0,1.5,9.5,2
99,5,12878.0,2575.6,1029.0,3801.0,3,2023-07-24 14:00:00,1.6666666666666667,3,0.8,0.0,0.0,0.2,4.8,3.8,5
100,4,5850.0,1462.5,919.0,2760.0,3,2023-07-19 21:00:00,1.3333333333333333,8,0.25,0.25,0.25,0.25,8.0,7.5,2
101,1,1552.0,1552.0,1552.0,1552.0,1,2023-03-11 06:00:00,1.0,139,0.0,1.0,0.0,0.0,5.0,7.142857142857143,7
102,2,9005.0,4502.5,4160.0,4845.0,2,2023-02-16 20:00:00,1.0,161,0.0,0.5,0.0,0.5,2.6666666666666665,5.333333333333333,3
103,8,20527.0,2565.875,373.0,4451.0,3,2023-06-26 09:00:00,2.6666666666666665,31,0.125,0.0,0.125,0.75,6.166666666666667,4.5,6
104,5,15231.0,3046.2,1639.0,4739.0,5,2023-05-05 20:00:00,1.0,83,0.4,0.4,0.2,0.0,6.0,4.333333333333333,6
105,7,12515.0,1787.857142857143,766.0,3456.0,5,2023-05-25 23:00:00,1.4,63,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,6.0,4.333333333333333,9
106,9,18226.0,2025.111111111111,104.0,4834.0,7,2023-07-26 10:00:00,1.2857142857142858,1,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,5.363636363636363,4.454545454545454,11
107,6,9201.0,1533.5,200.0,3413.0,4,2023-07-23 08:00:00,1.5,4,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,7.285714285714286,5.571428571428571,7
108,7,22922.0,3274.5714285714284,1956.0,4370.0,3,2023-06-28 04:00:00,2.3333333333333335,30,0.5714285714285714,0.0,0.42857142857142855,0.0,4.333333333333333,4.666666666666667,3
109,5,7492.0,1498.4,72.0,4549.0,4,2023-05-14 01:00:00,1.25,75,0.2,0.4,0.2,0.2,3.0,7.0,3
110,4,5303.0,1325.75,519.0,3099.0,4,2023-06-27 00:00:00,1.0,31,0.5,0.0,0.25,0.25,6.2,6.0,5
111,6,13866.0,2311.0,321.0,4203.0,5,2023-07-13 09:00:00,1.2,14,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,5.333333333333333,6.285714285714286,6
112,7,15824.0,2260.5714285714284,807.0,4141.0,5,2023-06-16 09:00:00,1.4,41,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,8.0,3.5,2
113,8,21835.0,2729.375,169.0,4844.0,6,2023-06-06 11:00:00,1.3333333333333333,51,0.25,0.25,0.25,0.25,7.75,7.25,4
114,2,3761.0,1880.5,1081.0,2680.0,2,2023-06-02 06:00:00,1.0,56,0.5,0.5,0.0,0.0,6.142857142857143,7.0,7
115,3,2727.0,909.0,54.0,1867.0,3,2023-07-19 20:00:00,1.0,8,0.0,0.3333333333333333,0.6666666666666666,0.0,4.25,4.0,4
116,6,19949.0,3324.8333333333335,2374.0,4858.0,4,2023-07-07 03:00:00,1.5,21,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,7.0,6.25,4
117,8,23698.0,2962.25,1489.0,4497.0,5,2023-07-08 03:00:00,1.6,20,0.0,0.5,0.25,0.25,6.8,5.2,5
118,3,10669.0,3556.3333333333335,1833.0,4551.0,3,2023-06-01 15:00:00,1.0,56,0.3333333333333333,0.6666666666666666,0.0,0.0,5.4,5.166666666666667,5
119,3,8152.0,2717.3333333333335,894.0,3957.0,2,2023-07-16 06:00:00,1.5,12,0.0,0.6666666666666666,0.0,0.3333333333333333,5.75,5.0,8
120,7,12990.0,1855.7142857142858,121.0,4486.0,5,2023-07-10 10:00:00,1.4,17,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,5.8,6.8,5
121,2,6941.0,3470.5,2669.0,4272.0,2,2023-05-12 20:00:00,1.0,76,0.0,0.0,1.0,0.0,5.666666666666667,1.6666666666666667,3
122,8,22732.0,2841.5,847.0,4586.0,6,2023-07-18 14:00:00,1.3333333333333333,9,0.25,0.25,0.25,0.25,7.5,4.5,2
123,4,9326.0,2331.5,792.0,4265.0,2,2023-07-11 23:00:00,2.0,16,0.0,0.0,0.25,0.75,2.0,7.0,2
124,1,1017.0,1017.0,1017.0,1017.0,1,2023-01-26 05:00:00,1.0,183,0.0,1.0,0.0,0.0,7.4,6.8,5
125,3,12811.0,4270.333333333333,3739.0,4927.0,3,2023-06-30 05:00:00,1.0,28,0.0,0.0,0.0,1.0,6.833333333333333,2.8333333333333335,6
126,1,4171.0,4171.0,4171.0,4171.0,1,2023-07-26 15:00:00,1.0,1,1.0,0.0,0.0,0.0,6.75,4.0,4
127,3,7813.0,2604.3333333333335,1558.0,3817.0,3,2023-07-20 23:00:00,1.0,7,0.0,0.0,0.6666666666666666,0.3333333333333333,5.166666666666667,5.666666666666667,6
128,4,12388.0,3097.0,1909.0,4048.0,3,2023-06-20 20:00:00,1.3333333333333333,37,0.0,0.75,0.25,0.0,4.0,4.6,4
129,5,17920.0,3584.0,2334.0,4766.0,2,2023-07-21 02:00:00,2.5,7,0.0,0.6,0.4,0.0,6.0,6.222222222222222,9
130,3,13153.0,4384.333333333333,3424.0,4952.0,3,2023-07-02 11:00:00,1.0,25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,4.4,4.8,5
131,5,15541.0,3108.2,2038.0,4361.0,4,2023-07-14 03:00:00,1.25,14,0.0,0.2,0.4,0.4,5.666666666666667,7.166666666666667,6
132,5,8478.0,1695.6,170.0,3883.0,3,2023-05-19 19:00:00,1.6666666666666667,69,0.0,0.4,0.2,0.4,6.4,3.8,5
133,3,4164.0,1388.0,21.0,3607.0,2,2023-07-16 10:00:00,1.5,11,0.6666666666666666,0.0,0.0,0.3333333333333333,5.571428571428571,4.142857142857143,7
134,4,8267.0,2066.75,1047.0,3138.0,3,2023-07-02 22:00:00,1.3333333333333333,25,0.0,1.0,0.0,0.0,3.3333333333333335,6.666666666666667,6
135,4,9408.0,2352.0,940.0,4643.0,3,2023-07-13 07:00:00,1.3333333333333333,15,0.25,0.25,0.5,0.0,4.75,7.75,4
136,6,22198.0,3699.6666666666665,2132.0,4632.0,5,2023-07-26 08:00:00,1.2,1,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,3.5,3.0,2
137,1,3520.0,3520.0,3520.0,3520.0,1,2023-05-04 10:00:00,1.0,84,1.0,0.0,0.0,0.0,5.6,5.4,5
138,3,7340.0,2446.6666666666665,283.0,4780.0,3,2023-07-05 06:00:00,1.0,23,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,5.75,6.5,4
139,2,5581.0,2790.5,2778.0,2803.0,2,2023-07-20 02:00:00,1.0,8,0.0,1.0,0.0,0.0,3.4,6.8,5
140,1,3528.0,3528.0,3528.0,3528.0,1,2023-04-19 11:00:00,1.0,99,0.0,0.0,0.0,1.0,5.4,4.666666666666667,5
141,4,11646.0,2911.5,819.0,4081.0,3,2023-06-19 15:00:00,1.3333333333333333,38,0.25,0.5,0.0,0.25,5.5,7.75,4
142,7,24363.0,3480.4285714285716,1368.0,4592.0,5,2023-05-05 02:00:00,1.4,84,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,6.333333333333333,6.333333333333333,3
143,4,9366.0,2341.5,426.0,3416.0,3,2023-07-23 22:00:00,1.3333333333333333,4,0.0,0.25,0.5,0.25,7.75,4.0,4
144,3,10382.0,3460.6666666666665,1692.0,4392.0,2,2023-05-02 09:00:00,1.5,86,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,8.666666666666666,7.0,3
145,7,12295.0,1756.4285714285713,689.0,2679.0,4,2023-06-28 20:00:00,1.75,29,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,6.0,6.25,4
146,5,12493.0,2498.6,1250.0,4593.0,3,2023-04-10 21:00:00,1.6666666666666667,108,0.4,0.4,0.0,0.2,3.6666666666666665,6.333333333333333,3
147,4,5190.0,1297.5,266.0,1955.0,3,2023-04-12 14:00:00,1.3333333333333333,106,0.25,0.5,0.0,0.25,5.25,4.5,4
148,8,18354.0,2294.25,1079.0,3178.0,6,2023-06-20 05:00:00,1.3333333333333333,38,0.125,0.25,0.375,0.25,6.0,6.0,9
149,12,34396.0,2866.3333333333335,342.0,4777.0,7,2023-07-08 02:00:00,1.7142857142857142,20,0.25,0.16666666666666666,0.16666666666666666,0.4166666666666667,4.333333333333333,5.5,3
150,4,14793.0,3698.25,2089.0,4958.0,3,2023-07-10 05:00:00,1.3333333333333333,18,0.0,0.5,0.25,0.25,3.6,5.0,5
151,4,12631.0,3157.75,1935.0,4474.0,3,2023-05-20 08:00:00,1.3333333333333333,68,0.0,0.5,0.25,0.25,6.6,6.4,5
152,7,22796.0,3256.5714285714284,1697.0,4902.0,6,2023-07-25 12:00:00,1.1666666666666667,2,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,6.5,5.0,4
153,5,14655.0,2931.0,2036.0,4328.0,3,2023-06-22 02:00:00,1.6666666666666667,36,0.2,0.2,0.4,0.2,5.4,7.666666666666667,5
154,6,15514.0,2585.6666666666665,527.0,4593.0,4,2023-07-01 23:00:00,1.5,26,0.3333333333333333,0.16666666666666666,0.5,0.0,5.25,8.75,4
155,5,14292.0,2858.4,266.0,4963.0,4,2023-07-03 17:00:00,1.25,24,0.4,0.2,0.4,0.0,4.714285714285714,5.0,7
156,7,19796.0,2828.0,606.0,4319.0,4,2023-06-30 22:00:00,1.75,27,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,2.5,6.0,4
157,4,8350.0,2087.5,958.0,3896.0,3,2023-05-20 07:00:00,1.3333333333333333,69,0.0,0.25,0.25,0.5,6.75,6.375,8
158,5,12497.0,2499.4,304.0,4828.0,5,2023-07-24 11:00:00,1.0,3,0.2,0.0,0.6,0.2,4.2,3.8,5
159,3,8296.0,2765.3333333333335,374.0,4376.0,3,2023-07-03 09:00:00,1.0,24,0.0,0.6666666666666666,0.0,0.3333333333333333,4.333333333333333,2.6666666666666665,3
160,3,6309.0,2103.0,125.0,4580.0,3,2023-07-13 02:00:00,1.0,15,0.6666666666666666,0.0,0.0,0.3333333333333333,4.2,4.6,5
161,11,26071.0,2370.090909090909,451.0,4756.0,6,2023-07-08 01:00:00,1.8333333333333333,20,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727,7.166666666666667,4.666666666666667,6
162,7,12887.0,1841.0,417.0,4328.0,5,2023-06-08 20:00:00,1.4,49,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,5.8,5.0,5
163,1,737.0,737.0,737.0,737.0,1,2023-05-27 22:00:00,1.0,61,1.0,0.0,0.0,0.0,6.428571428571429,6.428571428571429,7
164,4,12567.0,3141.75,792.0,4270.0,3,2023-07-14 08:00:00,1.3333333333333333,13,0.25,0.0,0.25,0.5,5.6,5.8,5
165,4,13925.0,3481.25,2182.0,4833.0,3,2023-07-16 23:00:00,1.3333333333333333,11,0.0,0.0,1.0,0.0,6.0,7.25,4
166,4,9306.0,2326.5,1501.0,4244.0,4,2023-05-22 01:00:00,1.0,67,0.25,0.25,0.25,0.25,3.6666666666666665,6.666666666666667,3
167,6,10262.0,1710.3333333333333,397.0,2656.0,4,2023-07-24 04:00:00,1.5,4,0.0,0.5,0.16666666666666666,0.3333333333333333,3.75,4.375,8
168,6,7771.0,1295.1666666666667,644.0,2455.0,4,2023-07-01 08:00:00,1.5,26,0.16666666666666666,0.3333333333333333,0.5,0.0,4.75,5.75,4
